,text,level,text_cleaned,label
10,Karen está en el equipo de natación. Está en el equipo de natación de la escuela. Es una buena nadadora. Todos los nadadores del equipo de natación son buenos nadadores. Nada todos los días. Va a la piscina después de su última clase. Su última clase es su clase de inglés. Después de la clase de inglés se acerca a la piscina. Se cambia de traje de baño. Se sumerge en el agua. Nada durante dos horas. Su entrenador la ve nadar. Él le da consejos. Le dice cómo nadar mejor. Su entrenador es su instructor de natación. Es un buen instructor. Ganará una carrera algún día.,A1,Karen está en el equipo de natación. Está en el equipo de natación de la escuela. Es una buena nadadora. Todos los nadadores del equipo de natación son buenos nadadores. Nada todos los días. Va a la piscina después de su última clase. Su última clase es su clase de inglés. Después de la clase de inglés se acerca a la piscina. Se cambia de traje de baño. Se sumerge en el agua. Nada durante dos horas. Su entrenador la ve nadar. Él le da consejos. Le dice cómo nadar mejor. Su entrenador es su instructor de natación. Es un buen instructor. Ganará una carrera algún día.,0
11,Emily se sentó en el sofá. Tenía un sofá grande y suave. Era cómodo. Era un cómodo sofá. Se quitó los zapatos. Puso sus pies en la mesa de café. El control remoto de la TV estaba en la mesa de café. Ella cogió el control remoto. Ella lo señaló a la TV. Encendió la televisión. Las noticias estaban encendidas. El reportero dijo que un avión se había estrellado. Más de 100 personas murieron. El reportero dijo que un puente se había derrumbado. Más de 20 personas murieron. Apagó la televisión. Ya tenía suficientes problemas en casa. No necesitaba oír hablar de más problemas en el mundo. Tenía problemas de dinero. Tenía problemas de salud. Tenía problemas familiares. ¿Quién necesitaba oír hablar de más problemas?,A1,Emily se sentó en el sofá. Tenía un sofá grande y suave. Era cómodo. Era un cómodo sofá. Se quitó los zapatos. Puso sus pies en la mesa de café. El control remoto de la TV estaba en la mesa de café. Ella cogió el control remoto. Ella lo señaló a la TV. Encendió la televisión. Las noticias estaban encendidas. El reportero dijo que un avión se había estrellado. Más de 100 personas murieron. El reportero dijo que un puente se había derrumbado. Más de 20 personas murieron. Apagó la televisión. Ya tenía suficientes problemas en casa. No necesitaba oír hablar de más problemas en el mundo. Tenía problemas de dinero. Tenía problemas de salud. Tenía problemas familiares. ¿Quién necesitaba oír hablar de más problemas?,0
12,Anthony fue a la librería. Quería comprar un libro. Quería comprar un libro sobre insectos. Le gustaban los bichos. Cogió bichos en su jardín. Los llevó a la escuela. Le mostró los bichos a su profesor. Su maestro le dijo el nombre de cada insecto. Entonces Anthony se llevó los bichos a casa. Se los mostró a sus padres. Su madre le dijo que sacara los bichos de la casa. A su padre le gustaba ver los bichos. Dijo que Anthony hizo un buen trabajo. Le dio dinero a Anthony para comprar un libro. Así que Anthony llevó el dinero a la librería. Buscó un libro con muchas fotos de bichos.,A1,Anthony fue a la librería. Quería comprar un libro. Quería comprar un libro sobre insectos. Le gustaban los bichos. Cogió bichos en su jardín. Los llevó a la escuela. Le mostró los bichos a su profesor. Su maestro le dijo el nombre de cada insecto. Entonces Anthony se llevó los bichos a casa. Se los mostró a sus padres. Su madre le dijo que sacara los bichos de la casa. A su padre le gustaba ver los bichos. Dijo que Anthony hizo un buen trabajo. Le dio dinero a Anthony para comprar un libro. Así que Anthony llevó el dinero a la librería. Buscó un libro con muchas fotos de bichos.,0
13,Jenna estaba en el aeropuerto. Estaba esperando su avión. Su avión partiría a las 19.00 horas. Eran sólo las dos de la tarde. Ella tuvo tiempo de comer. Tuvo tiempo para estudiar. Fue al restaurante del aeropuerto. El restaurante estaba en el tercer piso. El restaurante estaba lleno. No había asientos vacíos. No había mesas vacías. Ella no quería estar en la fila. No quería esperar. Había otro restaurante en el aeropuerto. Estaba en el primer piso. Bajó al primer piso. Ese restaurante estaba casi vacío. Había muchos asientos y muchas mesas.,A1,Jenna estaba en el aeropuerto. Estaba esperando su avión. Su avión partiría a las 19.00 horas. Eran sólo las dos de la tarde. Ella tuvo tiempo de comer. Tuvo tiempo para estudiar. Fue al restaurante del aeropuerto. El restaurante estaba en el tercer piso. El restaurante estaba lleno. No había asientos vacíos. No había mesas vacías. Ella no quería estar en la fila. No quería esperar. Había otro restaurante en el aeropuerto. Estaba en el primer piso. Bajó al primer piso. Ese restaurante estaba casi vacío. Había muchos asientos y muchas mesas.,0
14,Sandra recogió la bolsa de cacahuetes. Era una bolsa de cacahuetes asados. Ella abrió la bolsa. Derramó unos cacahuetes asados sobre la mesa. Había unos ocho cacahuetes en la mesa. Los cacahuetes todavía estaban en sus cáscaras. Cada maní estaba en su caparazón. Sandra recogió un maní. Lo tenía en sus manos. Puso sus pulgares en el maní. Ella rompió la concha abierta con sus pulgares. Sandra abrió el caparazón. Dentro de la cáscara había dos pequeños cacahuetes rojos. Cada maní tenía piel roja. La delgada piel roja cubría los dos pequeños cacahuetes. Sacó un poco de maní rojo de la cáscara. Sandra se comió el maní con la piel roja.,A1,Sandra recogió la bolsa de cacahuetes. Era una bolsa de cacahuetes asados. Ella abrió la bolsa. Derramó unos cacahuetes asados sobre la mesa. Había unos ocho cacahuetes en la mesa. Los cacahuetes todavía estaban en sus cáscaras. Cada maní estaba en su caparazón. Sandra recogió un maní. Lo tenía en sus manos. Puso sus pulgares en el maní. Ella rompió la concha abierta con sus pulgares. Sandra abrió el caparazón. Dentro de la cáscara había dos pequeños cacahuetes rojos. Cada maní tenía piel roja. La delgada piel roja cubría los dos pequeños cacahuetes. Sacó un poco de maní rojo de la cáscara. Sandra se comió el maní con la piel roja.,0
15,"No puedes ver esto. Es un libro de referencia.
¿Qué significa eso?
Significa que solo puedes leerlo en la biblioteca.
Pero lo necesito para mi ensayo.
Puedes tomar fotos de las páginas que necesites.
Necesito a casi todos.
Puedes seguir viniendo aquí.
Eso es tan inconveniente.
Lo es, pero hay que mantenerlos aquí.
Supongo que entonces puedo tomar fotos de las páginas.
Siento las molestias.
Está bien. No es tu culpa.",A1,"No puedes ver esto. Es un libro de referencia.
¿Qué significa eso?
Significa que solo puedes leerlo en la biblioteca.
Pero lo necesito para mi ensayo.
Puedes tomar fotos de las páginas que necesites.
Necesito a casi todos.
Puedes seguir viniendo aquí.
Eso es tan inconveniente.
Lo es, pero hay que mantenerlos aquí.
Supongo que entonces puedo tomar fotos de las páginas.
Siento las molestias.
Está bien. No es tu culpa.",0
16,"Tengo que decirte algo.
¿Qué pasa?
Calificaste mi examen incorrectamente. Me equivoqué, pero no lo marcaste.
¡Vaya! Nunca he conocido a un estudiante más honesto.
Me sentí mal.
Quédate con la puntuación que tienes.
¿En serio? Eso es increíble.
Sí. Tengo que preguntar, ¿por qué decidiste decírmelo?
Soy muy mala mintiendo.
¡Eso es algo bueno! Tu honestidad es digna de elogio.
Gracias. ¿Quieres darme crédito extra?
No lo empujes.",A1,"Tengo que decirte algo.
¿Qué pasa?
Calificaste mi examen incorrectamente. Me equivoqué, pero no lo marcaste.
¡Vaya! Nunca he conocido a un estudiante más honesto.
Me sentí mal.
Quédate con la puntuación que tienes.
¿En serio? Eso es increíble.
Sí. Tengo que preguntar, ¿por qué decidiste decírmelo?
Soy muy mala mintiendo.
¡Eso es algo bueno! Tu honestidad es digna de elogio.
Gracias. ¿Quieres darme crédito extra?
No lo empujes.",0
17,"Era enfermera. Era la temporada de gripe. Pero no le dieron una vacuna contra la gripe. Todas las demás enfermeras tienen una vacuna contra la gripe. Todos los médicos tienen una vacuna contra la gripe. Pero no le dieron una vacuna contra la gripe. Las vacunas antigripales la enfermaron. Le dieron una vacuna contra la gripe cuando era pequeña. La vacuna contra la gripe la enfermó mucho. Pasó una semana en el hospital. Luego volvió a casa. Pasó tres semanas en la cama. Estuvo enferma durante un mes. Después de eso, no más vacunas contra la gripe para ella. Nunca volvió a recibir una vacuna contra la gripe. Ella nunca tuvo la gripe, tampoco. ""Nunca me vacunan contra la gripe, pero nunca me vacunan contra la gripe"", le dijo a su amiga.",A1,"Era enfermera. Era la temporada de gripe. Pero no le dieron una vacuna contra la gripe. Todas las demás enfermeras tienen una vacuna contra la gripe. Todos los médicos tienen una vacuna contra la gripe. Pero no le dieron una vacuna contra la gripe. Las vacunas antigripales la enfermaron. Le dieron una vacuna contra la gripe cuando era pequeña. La vacuna contra la gripe la enfermó mucho. Pasó una semana en el hospital. Luego volvió a casa. Pasó tres semanas en la cama. Estuvo enferma durante un mes. Después de eso, no más vacunas contra la gripe para ella. Nunca volvió a recibir una vacuna contra la gripe. Ella nunca tuvo la gripe, tampoco. ""Nunca me vacunan contra la gripe, pero nunca me vacunan contra la gripe"", le dijo a su amiga.",0
18,"Buenos días. ¿Cómo estás hoy?
Soy fantástico. ¿Qué tal tú?
¡Eso es genial! Estoy bien, pero me siento un poco enferma.
Eso no es bueno. He oído que hay gripe por ahí.
Bueno, tengo que estar seguro de cuidarme bien.
Apesta que no te sientas bien, es un buen día.
Lo es. El sol me hace querer ir a la playa.
Es una gran idea, pero creo que te enfermarás si te vas.
Cierto. ¿Quizás podamos ir en otro momento?
Seguro. Vamos a reunirnos la semana que viene e irnos si estás mejor.
Suena como un plan. Hablamos más tarde.
Genial, hasta luego.",A1,"Buenos días. ¿Cómo estás hoy?
Soy fantástico. ¿Qué tal tú?
¡Eso es genial! Estoy bien, pero me siento un poco enferma.
Eso no es bueno. He oído que hay gripe por ahí.
Bueno, tengo que estar seguro de cuidarme bien.
Apesta que no te sientas bien, es un buen día.
Lo es. El sol me hace querer ir a la playa.
Es una gran idea, pero creo que te enfermarás si te vas.
Cierto. ¿Quizás podamos ir en otro momento?
Seguro. Vamos a reunirnos la semana que viene e irnos si estás mejor.
Suena como un plan. Hablamos más tarde.
Genial, hasta luego.",0
19,"Le encantaba su nueva chaqueta. Era su chaqueta favorita. Le encantaba el color. Estaba bronceado. Le encantaba el peso. Era de peso medio. No era muy ligero. No era demasiado pesado. Le encantaba el ataque. Le quedaba bien. Se puso la chaqueta. Miró la chaqueta en el espejo. Se veía bien. Qué chaqueta tan bonita, pensó. Fue al consultorio del médico. La oficina estaba caliente. Se quitó la chaqueta. Lo puso en la silla a su lado. Una enfermera dijo su nombre. Se puso de pie. Fue a la sala de exámenes. Se olvidó de que su chaqueta estaba en la silla. Pero no estuvo en la silla por mucho tiempo. Otro paciente se lo llevó a casa.",A1,"Le encantaba su nueva chaqueta. Era su chaqueta favorita. Le encantaba el color. Estaba bronceado. Le encantaba el peso. Era de peso medio. No era muy ligero. No era demasiado pesado. Le encantaba el ataque. Le quedaba bien. Se puso la chaqueta. Miró la chaqueta en el espejo. Se veía bien. Qué chaqueta tan bonita, pensó. Fue al consultorio del médico. La oficina estaba caliente. Se quitó la chaqueta. Lo puso en la silla a su lado. Una enfermera dijo su nombre. Se puso de pie. Fue a la sala de exámenes. Se olvidó de que su chaqueta estaba en la silla. Pero no estuvo en la silla por mucho tiempo. Otro paciente se lo llevó a casa.",0
20,Randy fue al banco. Necesitaba dinero del banco. El banco tiene todo el dinero de Randy. El banco mantiene el dinero de Randy a salvo. Randy no puede quedarse con su dinero en casa. Alguien podría robarle el dinero. No puede esconder su dinero en su patio trasero. Un perro podría encontrar su dinero y comérselo. No puede esconder su dinero en un árbol. Un pájaro podría volar con su dinero. Algunas personas esconden su dinero debajo de su cama. Algunas personas esconden su dinero en su refrigerador. Pero eso no es seguro. Alguien mirará debajo de la cama o en el refrigerador. El mejor lugar para que la gente guarde dinero es en el banco.,A1,Randy fue al banco. Necesitaba dinero del banco. El banco tiene todo el dinero de Randy. El banco mantiene el dinero de Randy a salvo. Randy no puede quedarse con su dinero en casa. Alguien podría robarle el dinero. No puede esconder su dinero en su patio trasero. Un perro podría encontrar su dinero y comérselo. No puede esconder su dinero en un árbol. Un pájaro podría volar con su dinero. Algunas personas esconden su dinero debajo de su cama. Algunas personas esconden su dinero en su refrigerador. Pero eso no es seguro. Alguien mirará debajo de la cama o en el refrigerador. El mejor lugar para que la gente guarde dinero es en el banco.,0
21,"Mami. No me siento bien.
¿Qué pasa, Joseph?
Me duele el estómago.
Oh, no. Déjame tomar un poco de medicina.
Está bien, mami.
Toma, Joseph. Bebe esto.
Gracias, mamá.
Llamaré a la escuela. Trata de descansar, querida.",A1,"Mami. No me siento bien.
¿Qué pasa, Joseph?
Me duele el estómago.
Oh, no. Déjame tomar un poco de medicina.
Está bien, mami.
Toma, Joseph. Bebe esto.
Gracias, mamá.
Llamaré a la escuela. Trata de descansar, querida.",0
22,"Solicitud de tarjeta de identificación de estudiante
Nombre: Samia
Apellido: Khan
Fecha de nacimiento: 09/10/1992
Dirección: 5 Ledger Road, Cardiff
Código postal: CF10 5RE
Nacionalidad: canadiense
Declaro que la información proporcionada es correcta.
Firma: Samia Khan
Fecha: 28/02/2019
Tu lista de verificación: ¿tienes todo lo que necesitas?
Una foto del pasaporte.
Una copia de su pasaporte u otra identificación con foto.
Prueba de la condición de estudiante, p. ej. una carta de su universidad
Su tarjeta será emitida dentro de 30 días y enviada a la dirección proporcionada.",A1,"Solicitud de tarjeta de identificación de estudiante
Nombre: Samia
Apellido: Khan
Fecha de nacimiento: 09/10/1992
Dirección: 5 Ledger Road, Cardiff
Código postal: CF10 5RE
Nacionalidad: canadiense
Declaro que la información proporcionada es correcta.
Firma: Samia Khan
Fecha: 28/02/2019
Tu lista de verificación: ¿tienes todo lo que necesitas?
Una foto del pasaporte.
Una copia de su pasaporte u otra identificación con foto.
Prueba de la condición de estudiante, p. ej. una carta de su universidad
Su tarjeta será emitida dentro de 30 días y enviada a la dirección proporcionada.",0
23,"Dora quería comprar una tarjeta para su madre. El cumpleaños de su madre fue la semana que viene. Dora amaba a su madre. Quería conseguir una bonita tarjeta de cumpleaños. Quería una tarjeta que fuera bonita. Quería una tarjeta que dijera lo correcto. ¿Qué era lo correcto? La tarjeta debe decir: ""Te quiero, mamá"". Debe decir: ""Mamá, eres la mejor madre del mundo"". Debe decir: ""Estoy tan feliz de que seas mi mamá"". Esas son las cosas correctas para que diga la tarjeta. Pero había una cosa más que la tarjeta debe decir. Debe decir, ""¡Feliz Cumpleaños!""",A1,"Dora quería comprar una tarjeta para su madre. El cumpleaños de su madre fue la semana que viene. Dora amaba a su madre. Quería conseguir una bonita tarjeta de cumpleaños. Quería una tarjeta que fuera bonita. Quería una tarjeta que dijera lo correcto. ¿Qué era lo correcto? La tarjeta debe decir: ""Te quiero, mamá"". Debe decir: ""Mamá, eres la mejor madre del mundo"". Debe decir: ""Estoy tan feliz de que seas mi mamá"". Esas son las cosas correctas para que diga la tarjeta. Pero había una cosa más que la tarjeta debe decir. Debe decir, ""¡Feliz Cumpleaños!""",0
24,"Caray, papá. ¿Mi mamá está bien?
Claro que sí, Sharon.
Pero estamos en el hospital.
Es porque va a tener un bebé esta noche.
¿Esta noche? ¿Estás seguro?
Sí, Sharon. Vas a tener una hermanita.
¿Una hermanita? ¡Vaya! No puedo esperar.
Tu madre estará bien. No te preocupes.",A1,"Caray, papá. ¿Mi mamá está bien?
Claro que sí, Sharon.
Pero estamos en el hospital.
Es porque va a tener un bebé esta noche.
¿Esta noche? ¿Estás seguro?
Sí, Sharon. Vas a tener una hermanita.
¿Una hermanita? ¡Vaya! No puedo esperar.
Tu madre estará bien. No te preocupes.",0
25,"
Buenos días, Jennifer.
Hola Michelle. ¿Cómo estás?
Estoy feliz. ¿Y tú?
Yo también. ¿Quién es?
Ese es mi hermanito Paul.
Es lindo. ¿Cuántos años tiene?
Sólo tiene tres años.
Ojalá tuviera un hermanito.",A1,"Buenos días, Jennifer.
Hola Michelle. ¿Cómo estás?
Estoy feliz. ¿Y tú?
Yo también. ¿Quién es?
Ese es mi hermanito Paul.
Es lindo. ¿Cuántos años tiene?
Sólo tiene tres años.
Ojalá tuviera un hermanito.",0
26,"Cartel 1
INSTRUCCIONES DE EXAMEN FINAL
Las puertas se cierran 5 minutos antes de que comience el examen.
Muestra tu tarjeta de estudiante al examinador cuando entres en la habitación.
Sin teléfonos, sin libros.
Cartel 2
ANTES DEL EXAMEN
Ten tu tarjeta de identificación lista.
Escucha las instrucciones.
Llega 10 minutos antes del examen.
EN EL EJERCICIO
Teléfonos móviles apagados y guardados.
Tarjeta de identificación visible en el escritorio.
No hables.
No hay comida ni bebidas en la sala de exámenes.
Cartel 3
Siga las instrucciones del examinador.
Si tienes una pregunta, levanta la mano.
No hay teléfonos móviles, libros ni bolsas en el examen.
Por favor, utilice una pluma azul o negra.",A1,"Cartel 1
INSTRUCCIONES DE EXAMEN FINAL
Las puertas se cierran 5 minutos antes de que comience el examen.
Muestra tu tarjeta de estudiante al examinador cuando entres en la habitación.
Sin teléfonos, sin libros.
Cartel 2
ANTES DEL EXAMEN
Ten tu tarjeta de identificación lista.
Escucha las instrucciones.
Llega 10 minutos antes del examen.
EN EL EJERCICIO
Teléfonos móviles apagados y guardados.
Tarjeta de identificación visible en el escritorio.
No hables.
No hay comida ni bebidas en la sala de exámenes.
Cartel 3
Siga las instrucciones del examinador.
Si tienes una pregunta, levanta la mano.
No hay teléfonos móviles, libros ni bolsas en el examen.
Por favor, utilice una pluma azul o negra.",0
